,name,size
76862,(2005 WL196),3.105
76863,(2005 XZ53),2.878
76864,(2005 XX81),3.364
76865,(2005 YA1),2.525
76866,(2005 YX7),3.511
76867,(2005 YY50),5.156
76868,(2005 YW59),2.296
76869,(2005 YZ61),3.498
76870,(2005 YX171),1.798
76871,(2005 YH172),1.897
76872,(2005 YD209),5.777
76873,(2005 YG263),3.182
76874,(2005 YJ278),1.745
76875,Amandamarty (2006 AB),3.35
76876,(2006 AG14),5.213
76877,(2006 AZ21),5.853
76878,(2006 AV83),3.347
76879,(2006 BX77),5.042
76880,(2006 BP151),5.584
76881,(2006 BG189),4.952
76882,(2006 BP199),10.972
76883,(2006 BE202),14.904
76884,(2006 BF249),3.263
76885,(2006 DP51),3.452
76886,(4233 T-3),5.519
76887,(4443 T-3),2.821
76888,(5020 T-3),4.215
76889,(1992 SK3),3.854
76890,(1993 FT10),3.234
76891,(1994 EZ5),3.421
76892,(1995 SE13),3.874
76893,(1995 UY14),3.822
76894,(1996 GU9),3.443
76895,(1997 RE8),6.727
76896,(1997 WC36),3.571
76897,(1997 YE),1.729
76898,(1998 BR10),1.588
76899,(1998 FS71),3.676
76900,(1998 FG102),5.842
76901,(1998 QN84),6.343
76902,(1998 RT17),3.012
76903,(1998 RA67),5.351
76904,(1998 SH96),3.788
76905,(1998 SH101),3.472
76906,(1998 TH6),7.263
76907,(1998 TU22),4.246
76908,(1998 UO37),4.648
76909,(1998 UM49),7.702
76910,(1998 VV25),4.407
76911,(1998 WT39),3.64
76912,(1998 YY4),4.881
76913,(1999 ES11),4.207
76914,(1999 NO60),5.291
76915,(1999 RV1),3.22
76916,(1999 RF38),6.034
76917,(1999 RD78),5.559
76918,(1999 RS178),5.713
76919,(1999 RA228),3.094
76920,(1999 TK16),2.05
76921,(1999 TH23),4.531
76922,(1999 TZ96),5.921
76923,(1999 TW108),4.784
76924,(1999 TL117),5.619
76925,(1999 TZ147),3.362
76926,(1999 TY154),3.229
76927,(1999 TO156),3.437
76928,(1999 TR291),5.757
76929,(1999 UZ38),5.084
76930,(1999 VV35),4.837
76931,(1999 VF139),5.535
76932,(1999 XB57),3.925
76933,(1999 XJ153),4.611
76934,(1999 XU240),4.677
76935,(2000 AH27),2.329
76936,(2000 AV30),5.419
76937,(2000 AV49),2.858
76938,(2000 AB158),5.579
76939,(2000 BE33),4.215
76940,(2000 CX111),7.721
76941,(2000 CF136),6.103
76942,(2000 DG71),1.65
76943,(2000 EO129),1.852
76944,(2000 GM86),1.115
76945,(2000 HN6),2.121
76946,(2000 HD25),1.286
76947,(2000 HD65),1.318
76948,(2000 HJ93),2.218
76949,(2000 HL96),1.634
76950,(2000 LF26),2.203
76951,(2000 LG32),10.621
76952,(2000 PG7),3.278
76953,(2000 QW148),2.174
76954,(2000 RG72),4.008
76955,(2000 SS9),6.16
76956,(2000 SK112),3.199
76957,(2000 SC133),6.387
76958,(2000 SE181),2.131
76959,(2000 SX189),3.525
76960,(2000 SK272),4.041
76961,(2000 SZ322),5.902
76962,(2000 SW358),4.853
76963,(2000 TO12),3.01
76964,(2000 TT42),2.305
76965,(2000 TH57),1.901
76966,(2000 UV11),3.662
76967,(2000 UB49),4.119
76968,(2000 US50),4.266
76969,(2000 UO60),4.273
76970,(2000 UW106),4.615
76971,(2000 VK12),1.824
76972,(2000 VU30),2.705
76973,(2000 WV15),4.057
76974,(2000 WL47),2.4
76975,Frasercain (2000 WM68),4.178
76976,(2000 WT89),3.615
76977,(2000 WH164),4.767
76978,(2000 XX2),3.718
76979,(2000 XE11),3.653
76980,(2000 XN26),4.188
76981,(2000 YH12),2.017
76982,(2000 YB18),2.67
76983,(2000 YG112),4.717
76984,(2001 FA2),8.814
76985,(2001 FM9),5.851
76986,(2001 FT10),6.791
76987,(2001 FM17),9.452
76988,(2001 FE81),6.019
76989,(2001 FL102),7.126
76990,(2001 FP121),4.094
76991,(2001 HK11),6.966
76992,(2001 HO50),7.106
76993,(2001 OR10),9.846
76994,(2001 QR215),3.678
76995,(2001 SQ1),1.614
76996,(2001 SK55),3.282
76997,(2001 SU83),3.554
76998,(2001 SU107),4.396
76999,(2001 SV113),2.14
77000,(2001 SF226),1.519
77001,(2001 SR307),3.485
77002,(2001 TM24),1.871
77003,(2001 TB76),3.065
77004,(2001 TM130),2.667
77005,(2001 TW190),2.608
77006,(2001 TR208),2.375
77007,(2001 TT208),4.322
77008,(2001 UA100),3.794
77009,(2001 UJ115),2.407
77010,(2001 UO145),2.002
77011,(2001 VX17),3.263
77012,(2001 VW33),2.657
77013,(2001 VP37),2.228
77014,(2001 VH46),3.979
77015,(2001 VB95),2.398
77016,(2001 VU103),2.145
77017,(2001 VO105),1.684
77018,(2001 VL117),2.635
77019,(2001 VR117),2.364
77020,(2001 WK2),4.186
77021,(2001 XH21),3.937
77022,(2001 XT28),1.622
77023,(2001 XE67),3.951
77024,(2001 XR107),3.546
77025,(2001 XU112),1.846
77026,(2001 XX115),3.978
77027,(2001 XS118),3.052
77028,(2001 XH159),2.248
77029,(2001 XM161),2.108
77030,(2001 XJ163),3.494
77031,(2001 XZ202),3.763
77032,(2001 XN203),3.086
77033,(2001 XW204),3.726
77034,(2001 XC215),2.156
77035,(2001 XV224),2.43
77036,(2001 YV70),4.078
77037,(2001 YP105),1.721
77038,(2001 YZ111),4.902
77039,(2001 YL117),2.096
77040,(2002 AV39),1.895
77041,(2002 AS98),4.046
77042,(2002 BH10),5.049
77043,(2002 BH26),5.368
77044,(2002 CJ13),2.34
77045,(2002 CJ100),3.606
77046,(2002 CS135),2.177
77047,(2002 CM248),2.883
77048,(2002 CK303),4.481
77049,(2002 CW303),3.467
77050,(2002 EN8),4.055
77051,(2002 EX33),2.905
77052,(2002 EF39),5.003
77053,(2002 EW103),2.118
77054,(2002 EJ104),3.653
77055,Ricardoferreira (2002 FR1),6.958
77056,(2002 FC4),5.013
77057,(2002 FL24),2.555
77058,(2002 GV15),5.002
77059,(2002 GN23),3.069
77060,(2002 GL66),3.046
77061,(2002 GP67),3.559
77062,(2002 GO73),5.538
77063,(2002 GR77),3.503
77064,(2002 GF81),5.66
77065,(2002 GL94),4.026
77066,(2002 GH102),5.62
77067,(2002 GO122),4.49
77068,(2002 JJ75),6.57
77069,(2002 JN96),6.333
77070,(2002 JF114),7.816
77071,(2002 JU117),4.819
77072,(2002 JX118),4.293
77073,(2002 JK135),6.308
77074,(2002 KQ),6.98
77075,(2002 KT12),7.243
77076,(2002 LK3),10.242
77077,(2002 LB28),4.063
77078,(2002 LW29),3.885
77079,(2002 LC54),6.928
77080,(2002 NC),6.061
77081,(2002 PH94),9.329
77082,(2002 VR121),15.593
77083,(2002 XZ79),1.716
77084,(2002 YO6),3.943
77085,(2002 YO13),3.799
77086,(2003 AB29),2.312
77087,(2003 AY35),1.768
77088,(2003 AS49),1.694
77089,(2003 AU82),1.501
77090,(2003 BD6),2.61
77091,(2003 BN8),3.51
77092,(2003 BB23),2.485
77093,(2003 BP26),3.149
77094,(2003 BJ31),1.837
77095,(2003 BD79),1.727
77096,(2003 DL2),1.947
77097,(2003 DE24),2.179
77098,(2003 EE23),1.332
77099,(2003 EK25),2.613
77100,(2003 EU59),1.429
77101,(2003 FY16),2.215
77102,(2003 FS34),2.716
77103,(2003 FZ54),3.174
77104,(2003 FK62),1.69
77105,(2003 FS65),3.644
77106,(2003 FG83),4.014
77107,(2003 FP121),3.525
77108,(2003 FK131),3.116
77109,(2003 GZ42),3.499
77110,(2003 JF17),3.287
77111,(2003 KX34),4.612
77112,(2003 KD35),6.67
77113,(2003 MD),4.005
77114,(2003 ML1),3.994
77115,(2003 MJ7),3.402
77116,(2003 NS7),5.041
77117,(2003 OG19),4.35
77118,(2003 QH43),5.809
77119,(2003 QW57),4.293
77120,(2003 QB61),2.977
77121,(2003 QZ62),5.935
77122,(2003 QP76),4.654
77123,(2003 QP85),4.295
77124,(2003 QV87),4.024
77125,(2003 QG95),6.494
77126,(2003 QC96),3.97
77127,(2003 RS),8.791
77128,(2003 RO7),4.287
77129,(2003 RM12),5.272
77130,(2003 RA13),5.526
77131,(2003 SD5),7.07
77132,(2003 SQ45),4.637
77133,(2003 SD56),4.186
77134,(2003 SB60),3.82
77135,(2003 SY60),6.004
77136,(2003 SR64),4.218
77137,(2003 SN75),3.806
77138,(2003 SO90),7.0
77139,(2003 SB97),7.635
77140,(2003 SK126),4.307
77141,(2003 SB128),5.563
77142,(2003 SM139),5.621
77143,(2003 SG149),6.355
77144,(2003 SZ157),5.524
77145,(2003 SR168),5.867
77146,(2003 SP199),7.648
77147,(2003 SZ257),4.218
77148,(2003 SD274),4.626
77149,(2003 TY9),7.876
77150,(2003 US62),5.529
77151,(2003 UK125),5.466
77152,(2003 UK151),6.158
77153,(2003 UC202),6.489
77154,(2003 UC218),5.646
77155,(2003 UG231),5.218
77156,(2003 UZ256),7.047
77157,(2003 WM146),6.766
77158,(2004 NY7),2.976
77159,(2004 PT1),1.765
77160,(2004 PE30),1.891
77161,(2004 PD52),2.784
77162,(2004 PT83),3.437
77163,(2004 QW8),4.076
77164,(2004 RN3),2.888
77165,(2004 RY21),2.294
77166,(2004 RX35),2.333
77167,(2004 RE72),1.98
77168,(2004 RT107),5.67
77169,(2004 RG148),3.023
77170,(2004 RX150),5.245
77171,(2004 RN167),4.25
77172,(2004 RW197),3.686
77173,(2004 RH216),6.037
77174,(2004 RF231),3.66
77175,(2004 RW256),2.263
77176,(2004 RL292),4.675
77177,(2004 RX311),3.85
77178,(2004 RY330),3.244
77179,(2004 SP2),7.971
77180,(2004 SA23),3.908
77181,(2004 SK24),3.959
77182,(2004 SB29),2.43
77183,(2004 TX7),3.026
77184,(2004 TY32),5.546
77185,(2004 TK67),2.681
77186,(2004 TW68),2.574
77187,(2004 TU97),3.193
77188,(2004 TU115),5.927
77189,(2004 TT120),3.278
77190,(2004 TF171),3.335
77191,(2004 TN177),3.462
77192,(2004 TM202),3.594
77193,(2004 TN224),3.152
77194,(2004 TK250),2.751
77195,(2004 TG275),3.845
77196,(2004 TY275),3.777
77197,(2004 TL294),4.596
77198,(2004 TM317),3.365
77199,(2004 VV11),4.1
77200,(2004 VF15),2.883
77201,(2004 VY18),3.08
77202,(2004 VX23),3.191
77203,(2004 VT64),6.918
77204,(2004 VW73),2.854
77205,(2004 VV91),2.678
77206,(2004 WG5),3.878
77207,(2004 XR2),2.448
77208,(2004 XL7),5.393
77209,(2004 XT10),4.924
77210,(2004 XO15),3.503
77211,(2004 XY39),2.754
77212,(2004 XQ68),5.026
77213,(2004 XH73),4.372
77214,(2004 XK137),5.978
77215,(2004 XS178),4.032
77216,(2004 YW6),7.398
77217,(2005 SP49),1.924
77218,(2005 TK28),4.488
77219,(2005 UG51),1.329
77220,(2005 US80),3.185
77221,(2005 UD218),5.396
77222,(2005 UH281),1.66
77223,(2005 UN345),2.194
77224,(2005 VO31),2.024
77225,(2005 WU187),2.382
77226,(2005 WF203),1.801
77227,(2005 XW59),2.507
77228,(2005 YN30),2.189
77229,(2005 YT52),3.711
77230,(2005 YE124),4.611
77231,(2005 YS134),4.997
77232,(2005 YA143),2.349
77233,(2005 YH177),3.408
77234,(2005 YB184),3.661
77235,(2005 YA190),2.261
77236,(2006 AD4),3.536
77237,(2006 AL7),1.786
77238,(2006 AB13),2.359
77239,(2006 AG35),2.972
77240,(2006 BX),7.856
77241,(2006 BQ30),4.854
77242,(2006 BP43),2.374
77243,(2006 BT45),6.586
77244,(2006 BV46),3.487
77245,(2006 BJ50),3.411
77246,(2006 BD62),3.911
77247,(2006 BY66),4.029
77248,(2006 BU166),4.112
77249,(2006 BZ267),5.375
77250,(2006 CW11),4.93
77251,(2006 CL15),5.073
77252,(2006 DG198),6.783
77253,(2006 EF14),13.458
77254,(2006 JR),27.048
77255,(2006 QP112),4.465
77256,(2007 FX35),6.818
77257,(2007 FF39),5.816
77258,(6752 P-L),4.704
77259,(3133 T-2),4.075
77260,(1996 RW7),1.741
77261,(1996 XQ31),3.921
77262,(1997 GW31),3.898
77263,(1998 AQ5),2.8
77264,(1998 HO147),2.787
77265,(1998 MT18),4.109
77266,(1998 QW3),4.525
77267,(1998 QD28),4.847
77268,(1998 QY35),5.444
77269,(1998 SH70),5.375
77270,(1998 SD90),3.849
77271,(1998 TN38),4.758
77272,(1998 VM22),6.959
77273,(1999 JG110),4.159
77274,(1999 KO),3.245
77275,(1999 NW51),6.314
77276,(1999 NU53),5.079
77277,(1999 RU122),5.872
77278,(1999 RS145),4.427
77279,(1999 RM232),5.833
77280,(1999 RD233),4.209
77281,(1999 TD97),4.424
77282,(1999 UM20),3.338
77283,(1999 VJ178),4.159
77284,(1999 VS208),4.426
77285,(1999 XN209),3.551
77286,(2000 AF83),3.749
77287,(2000 AT107),5.052
77288,(2000 BH44),5.496
77289,(2000 DJ8),0.577
77290,(2000 ER131),1.304
77291,(2000 JW83),1.319
77292,(2000 KB),1.769
77293,(2000 KP66),1.743
77294,(2000 OR),2.69
77295,(2000 QJ2),2.386
77296,(2000 QB10),4.601
77297,(2000 QH122),2.475
77298,(2000 RB),2.134
77299,(2000 RH79),2.463
77300,(2000 SY33),2.053
77301,(2000 SF166),2.222
77302,(2000 SD304),4.835
77303,(2000 SB306),3.477
77304,(2000 TZ29),3.958
77305,(2000 TN43),3.24
77306,(2000 UA),3.262
77307,(2000 UV23),3.066
77308,(2000 UJ26),4.128
77309,(2000 UB54),3.419
77310,(2000 WO67),2.324
77311,(2000 XC20),2.58
77312,(2000 XX21),2.94
77313,(2000 XJ40),7.651
77314,(2000 YG30),4.176
77315,(2000 YR106),5.572
77316,(2000 YF111),3.894
77317,(2001 DD39),2.554
77318,(2001 DK82),5.056
77319,(2001 EK10),5.49
77320,(2001 FF7),1.784
77321,(2001 FK13),5.408
77322,(2001 FE72),7.379
77323,(2001 FS82),6.681
77324,(2001 FD117),7.029
77325,(2001 FQ172),7.501
77326,(2001 FO176),6.919
77327,(2001 HO13),6.712
77328,(2001 HJ18),7.484
77329,(2001 HA57),5.086
77330,(2001 PL3),9.401
77331,(2001 QU236),2.562
77332,(2001 SB236),2.72
77333,(2001 TO103),1.156
77334,(2001 UK21),2.468
77335,(2001 VM81),2.642
77336,(2001 WO),3.0
77337,(2001 XD146),1.541
77338,(2001 XF211),1.51
77339,(2001 XJ232),2.345
77340,(2001 XW243),2.097
77341,(2001 XK252),3.088
77342,(2002 AJ13),4.508
77343,(2002 AX15),5.628
77344,(2002 AX18),3.755
77345,(2002 AN128),2.862
77346,(2002 AR153),3.351
77347,(2002 BD12),2.24
77348,(2002 CA13),5.913
77349,(2002 CF28),3.159
77350,(2002 CT54),3.131
77351,(2002 CO87),3.299
77352,(2002 CB96),1.9
77353,(2002 CN129),3.263
77354,(2002 CC162),4.276
77355,(2002 CZ276),2.658
77356,(2002 GY73),5.188
77357,(2002 GU94),4.412
77358,(2002 GW109),4.723
77359,(2002 JD122),5.678
77360,(2002 JJ148),3.27
77361,(2002 LP3),1.115
77362,(2002 LB6),1.845
77363,(2002 NB9),6.126
77364,(2002 PK4),6.001
77365,(2002 PS85),9.057
77366,(2002 RV109),7.182
77367,(2002 RA187),8.526
77368,(2002 SK50),6.715
77369,(2002 TK138),7.111
77370,(2002 TK179),8.072
77371,(2002 TZ191),8.545
77372,(2002 TQ285),9.885
77373,(2002 VN27),5.336
77374,(2002 VF54),5.889
77375,(2003 AJ90),1.733
77376,(2003 BL19),3.237
77377,(2003 BQ27),2.36
77378,(2003 BY84),1.425
77379,(2003 ER17),3.426
77380,(2003 EG48),2.273
77381,(2003 EO49),1.372
77382,(2003 EQ50),1.838
77383,(2003 FH62),2.955
77384,(2003 GA1),1.3
77385,(2003 HO2),1.813
77386,(2003 HU8),1.575
77387,(2003 HJ47),6.103
77388,(2003 KX),4.741
77389,(2003 MM3),2.352
77390,(2003 MZ7),4.158
77391,(2003 MY9),6.126
77392,(2003 MD11),5.708
77393,(2003 QN105),8.836
77394,(2003 RW3),6.144
77395,Kralice (2003 RF14),5.346
77396,(2003 RQ15),3.815
77397,(2003 RT16),3.853
77398,(2003 RN17),5.992
77399,(2003 SG29),4.909
77400,(2003 SL71),5.405
77401,(2003 SJ89),4.419
77402,(2003 SJ148),4.162
77403,(2003 SG186),6.075
77404,(2003 SY194),5.999
77405,Saguaro (2003 SS217),3.407
77406,(2003 SF220),7.489
77407,(2003 SJ232),5.77
77408,(2003 SM264),4.979
77409,(2003 SX284),4.251
77410,(2003 SY286),4.937
77411,(2003 SS294),4.935
77412,(2003 SO310),5.25
77413,(2003 SM315),7.557
77414,Keithmullen (2003 TD2),5.729
77415,(2003 TS12),4.421
77416,(2003 TV57),5.654
77417,(2003 UL63),4.248
77418,(2003 UQ64),7.771
77419,(2003 UL117),6.854
77420,(2003 UA134),6.652
77421,(2003 UH163),3.7
77422,(2003 UL247),6.222
77423,(2003 WA12),3.589
77424,(2003 WB49),6.029
77425,(2003 WG85),7.265
77426,(2003 WS153),8.977
77427,(2003 YF143),3.513
77428,(2004 LJ1),3.07
77429,(2004 PH50),1.382
77430,(2004 QF17),1.734
77431,(2004 RE36),2.026
77432,(2004 RS53),3.176
77433,(2004 RY74),2.145
77434,(2004 TD59),4.194
77435,(2004 TO77),3.113
77436,(2004 XU163),6.648
77437,(2004 YS26),4.522
77438,(2004 YF36),2.785
77439,(2005 UK),2.62
77440,(2005 VE103),2.056
77441,(2005 WH71),1.984
77442,(2005 WK185),3.647
77443,(2005 YT48),2.146
77444,(2005 YM89),3.936
77445,(2005 YB93),3.131
77446,(2005 YL186),4.574
77447,(2005 YE269),1.928
77448,(2006 AL74),2.982
77449,(2006 AL93),3.553
77450,(2006 BD11),3.794
77451,(2006 BJ62),6.039
77452,(2006 CT56),1.348
77453,(2006 DJ5),4.968
77454,(2006 DY38),6.362
77455,(2006 DP50),2.936
77456,(2006 DB114),6.166
77457,(2006 DN204),8.716
77458,Lemmon (2006 GN18),4.927
77459,Bakonybel (2006 GU31),5.083
77460,(2006 JO57),4.311
77461,(2007 JJ),5.58
77462,(3079 T-2),1.582
77463,(1994 FE),2.842
77464,(1995 FE7),2.875
77465,(1995 YL11),2.688
77466,(1996 XS),2.992
77467,(1998 FM101),3.189
77468,(1998 FM130),2.25
77469,(1998 HM96),2.148
77470,(1998 QU81),7.153
77471,(1998 RS39),3.373
77472,(1998 YG6),7.085
77473,(1999 JE4),2.182
77474,(1999 OC2),5.098
77475,(1999 TF185),4.247
77476,(1999 UQ44),2.809
77477,(1999 UF52),3.653
77478,(1999 VG127),3.199
77479,(2000 CU98),6.24
77480,(2000 GS8),4.266
77481,(2000 JK40),2.362
77482,(2000 LJ6),1.807
77483,(2000 LT23),3.496
77484,(2000 NT26),3.23
77485,(2000 ON38),3.486
77486,(2000 RD),2.075
77487,(2000 RM104),2.355
77488,(2000 SG27),3.762
77489,(2000 SS62),1.717
77490,(2000 SD98),3.802
77491,(2000 SY144),1.389
77492,(2000 SP189),1.85
77493,(2000 UZ44),2.101
77494,(2000 UT60),3.063
77495,(2000 XP23),5.432
77496,(2000 XU32),5.603
77497,(2000 YJ7),6.984
77498,(2001 DZ3),19.285
77499,(2001 DG101),4.975
77500,(2001 HU22),8.053
77501,(2001 MP30),5.153
77502,(2001 QA283),8.24
77503,(2001 RS121),2.036
77504,(2001 WA58),1.107
77505,(2001 XM114),3.888
77506,(2001 XA187),1.567
77507,(2002 BG20),5.643
77508,(2002 BH31),2.075
77509,(2002 CF35),2.713
77510,(2002 CA96),4.279
77511,(2002 CD257),4.073
77512,(2002 GK46),5.282
77513,(2002 GT59),5.122
77514,(2002 HP7),3.074
77515,(2002 JM23),9.38
77516,(2002 JH56),4.034
77517,(2002 JX100),4.452
77518,(2002 JO119),3.19
77519,(2002 MX1),6.607
77520,(2002 NM32),10.056
77521,(2002 ON7),6.761
77522,(2002 PZ32),4.354
77523,(2002 PW41),5.863
77524,(2002 QW24),9.294
77525,(2002 QZ104),4.712
77526,(2002 RZ5),4.358
77527,(2002 RO8),3.856
77528,(2002 RE13),9.498
77529,(2002 SO15),9.898
77530,(2002 TW64),1.192
77531,(2002 TS110),8.003
77532,(2002 TX118),6.228
77533,(2002 TH216),7.753
77534,(2002 TX222),6.388
77535,(2002 TQ236),11.105
77536,(2002 TJ376),7.865
77537,(2003 AX67),1.242
77538,(2003 BD65),2.572
77539,(2003 EB33),2.064
77540,(2003 EY49),1.978
77541,(2003 FN90),2.542
77542,(2003 GX12),4.726
77543,(2003 GA37),4.076
77544,(2003 HX28),2.707
77545,(2003 HO49),6.009
77546,(2003 JQ10),3.538
77547,(2003 KP13),4.651
77548,(2003 NV1),8.621
77549,(2003 NF7),4.347
77550,(2003 QS57),2.183
77551,(2003 RF18),3.923
77552,(2003 SB100),4.66
77553,(2003 UZ85),6.916
77554,(2003 UV162),4.781
77555,(2003 UT226),7.901
77556,(2003 XV6),7.845
77557,(2003 XU12),7.93
77558,(2003 YP90),7.221
77559,(2003 YP107),6.861
77560,(2004 BW115),5.258
77561,(2004 EN37),11.505
77562,(2004 HN30),2.98
77563,(2004 HB67),5.364
77564,(2004 JX37),3.641
77565,(2004 NJ20),2.744
77566,(2004 PF74),3.797
77567,(2004 RO5),1.034
77568,(2004 RC196),5.206
77569,(2004 TR10),1.301
77570,(2004 VD7),2.235
77571,(2004 VC63),2.462
77572,(2004 XF25),5.596
77573,(2005 AR8),6.635
77574,(2005 CD22),3.22
77575,(2005 QL114),4.34
77576,(2005 SE253),4.404
77577,(2005 TU78),3.406
77578,(2005 US433),2.105
77579,(2006 BR73),1.701
77580,(2006 BJ118),3.96
77581,(2006 BQ145),3.421
77582,(2006 DK114),2.906
77583,(2006 FB49),6.114
77584,(2006 HM35),4.367
77585,(2006 VF148),6.619
77586,(2007 AS14),5.894
77587,(2007 CE55),6.335
77588,(1990 SD11),5.025
77589,(1994 TB4),3.302
77590,(1996 RD32),13.901
77591,(1996 TN1),1.692
77592,(1996 TB49),7.052
77593,(1996 TA58),17.407
77594,(1996 TC64),3.609
77595,(1998 GW8),2.549
77596,(1998 HV5),3.116
77597,(1998 MG17),4.736
77598,(1998 QM36),5.503
77599,(1998 QQ82),4.508
77600,(1998 QJ87),5.79
77601,(1998 RS55),5.744
77602,(1998 SZ6),3.926
77603,(1998 SL88),4.204
77604,(1998 SO156),4.571
77605,(1998 UB35),6.554
77606,(1998 VD1),6.382
77607,(1999 CM46),4.5
77608,(1999 GQ6),1.532
77609,(1999 JL48),3.301
77610,(1999 KH12),5.25
77611,(1999 NY3),2.998
77612,(1999 RG15),2.458
77613,(1999 RG17),3.572
77614,(1999 RX166),3.716
77615,(1999 RV210),3.829
77616,(1999 RO234),4.981
77617,(1999 TG97),3.701
77618,(1999 XW43),5.354
77619,(1999 XC71),5.482
77620,(1999 XY112),3.176
77621,(1999 XD225),13.088
77622,(2000 AN171),2.676
77623,(2000 DB6),20.132
77624,(2000 DN39),3.808
77625,(2000 EK92),4.083
77626,(2000 EO155),3.621
77627,(2000 HD7),2.809
77628,(2000 LB15),2.298
77629,(2000 PW27),2.46
77630,(2000 QG106),6.075
77631,(2000 QB159),2.502
77632,(2000 QQ209),2.494
77633,(2000 RE22),3.124
77634,(2000 RS23),3.038
77635,(2000 RZ41),2.259
77636,(2000 RW95),2.668
77637,(2000 SR9),3.24
77638,(2000 SC83),1.401
77639,(2000 SV103),2.197
77640,(2000 SJ108),3.012
77641,(2000 SJ125),3.502
77642,(2000 SY130),4.844
77643,(2000 SF188),2.573
77644,(2000 SK217),3.474
77645,(2000 SL243),1.343
77646,(2000 SA250),2.635
77647,(2000 SF326),3.618
77648,(2000 SM356),2.713
77649,(2000 TJ23),1.23
77650,(2000 UN65),2.394
77651,(2000 VB44),3.079
77652,(2000 WN3),2.527
77653,(2000 WA42),2.623
77654,(2000 WV43),3.649
77655,(2000 WK72),2.258
77656,(2000 WL180),3.008
77657,(2000 XT4),8.372
77658,(2000 XJ30),3.268
77659,(2000 XK39),3.368
77660,(2000 YS68),5.794
77661,(2000 YG97),5.171
77662,(2000 YX117),3.292
77663,(2001 AB47),5.299
77664,(2001 BD68),1.341
77665,(2001 CH15),2.502
77666,(2001 CT44),3.849
77667,(2001 DA11),2.61
77668,(2001 DU92),16.216
77669,(2001 EU21),4.377
77670,(2001 FE186),4.923
77671,(2001 KM39),8.81
77672,(2001 KU55),7.286
77673,(2001 NE14),7.335
77674,(2001 NQ18),9.248
77675,(2001 OQ21),8.159
77676,(2001 OP77),8.386
77677,(2001 OO82),9.347
77678,(2001 PJ10),7.997
77679,(2001 PC29),5.907
77680,(2001 QW2),9.142
77681,(2001 QT39),6.34
77682,(2001 QT258),6.62
77683,(2001 QH282),8.718
77684,(2001 RU82),1.387
77685,(2001 SL342),3.753
77686,(2001 UB12),1.393
77687,(2001 XE13),2.414
77688,(2001 XT109),5.675
77689,(2001 XH115),1.811
77690,(2001 XN135),4.054
77691,(2001 XZ200),5.844
77692,(2001 XE248),1.579
77693,(2001 YM84),3.094
77694,(2002 AK5),1.513
77695,(2002 AM9),5.546
77696,(2002 AV33),1.552
77697,(2002 AD99),3.896
77698,(2002 BV25),4.916
77699,(2002 CV52),1.668
77700,(2002 CH59),3.489
77701,(2002 CU60),4.151
77702,(2002 CV74),3.076
77703,(2002 CV118),5.298
77704,(2002 CS205),4.334
77705,(2002 CE239),1.969
77706,(2002 CO254),2.69
77707,(2002 DA2),20.297
77708,(2002 EP106),13.613
77709,(2002 EU107),19.219
77710,(2002 EP161),4.021
77711,(2002 GA65),2.81
77712,(2002 GH95),5.77
77713,(2002 GG181),13.983
77714,(2002 JK1),5.173
77715,(2002 JA29),1.993
77716,(2002 JO32),2.829
77717,(2002 JG53),3.396
77718,(2002 JL74),2.697
77719,(2002 JK78),3.496
77720,(2002 JN99),2.188
77721,(2002 JY102),3.951
77722,(2002 LC25),2.543
77723,(2002 LQ28),3.934
77724,(2002 LE57),8.193
77725,(2002 MC1),11.176
77726,(2002 OR3),8.177
77727,(2002 OZ3),8.419
77728,(2002 OS8),3.856
77729,(2002 OJ10),4.052
77730,(2002 ON13),5.268
77731,Zsigmond (2002 OL28),3.74
77732,(2002 PL56),6.726
77733,(2002 PP92),7.059
77734,(2002 PL154),4.542
77735,(2002 PF174),5.656
77736,(2002 QS7),3.896
77737,(2002 QT27),3.489
77738,(2002 QX98),4.922
77739,(2002 RL5),7.867
77740,(2002 RO13),4.959
77741,(2002 RK17),6.756
77742,(2002 RH18),7.578
77743,(2002 RH21),7.131
77744,(2002 RY58),7.128
77745,(2002 RH61),8.207
77746,(2002 RL82),7.469
77747,(2002 RT117),4.476
77748,(2002 RD138),6.562
77749,(2002 RL202),4.709
77750,(2002 SN15),7.84
77751,(2002 SA20),2.361
77752,(2002 SH27),6.536
77753,(2002 SJ39),4.939
77754,(2002 ST52),7.698
77755,(2002 SH57),2.315
77756,(2002 TX),5.103
77757,(2002 TH1),4.877
77758,(2002 TH17),4.222
77759,(2002 TY52),7.665
77760,(2002 TW62),6.623
77761,(2002 TS89),6.532
77762,(2002 TQ100),5.965
77763,(2002 TO105),3.936
77764,(2002 TH110),6.915
77765,(2002 TV122),6.5
77766,(2002 TL126),5.768
77767,(2002 TA157),7.738
77768,(2002 TW180),6.806
77769,(2002 TS227),5.013
77770,(2002 TN229),4.919
77771,(2002 TU231),7.516
77772,(2002 TB237),4.514
77773,(2002 TO254),4.932
77774,(2002 TT254),7.701
77775,(2002 TT269),5.549
77776,(2002 TA271),5.512
77777,(2002 UQ5),5.361
77778,(2002 UW5),6.373
77779,(2002 UA7),7.14
77780,(2002 UE19),3.949
77781,(2002 UK31),5.065
77782,(2002 VR6),5.256
77783,(2002 XG20),1.599
77784,(2002 XN56),9.429
77785,(2002 XD108),2.914
